feature,chi2,p,n_target,n_reference
similarly-named,-0.007061672831445395,0.9330295900345565,1,1
simple-minded,-0.007061672831445395,0.9330295900345565,1,1
singin,-0.007061672831445395,0.9330295900345565,1,1
single-mindedly,-0.007061672831445395,0.9330295900345565,1,1
single-mindedness,-0.007061672831445395,0.9330295900345565,1,1
sioux,-0.007061672831445395,0.9330295900345565,1,1
sip,-0.007061672831445395,0.9330295900345565,1,1
sire,-0.007061672831445395,0.9330295900345565,1,1
sirtis,-0.007061672831445395,0.9330295900345565,1,1
sito,-0.007061672831445395,0.9330295900345565,1,1
situated,-0.007061672831445395,0.9330295900345565,1,1
six-year-old,-0.007061672831445395,0.9330295900345565,1,1
skateboarders,-0.007061672831445395,0.9330295900345565,1,1
sketchily,-0.007061672831445395,0.9330295900345565,1,1
skew,-0.007061672831445395,0.9330295900345565,1,1
skids,-0.007061672831445395,0.9330295900345565,1,1
skins,-0.007061672831445395,0.9330295900345565,1,1
skirmish,-0.007061672831445395,0.9330295900345565,1,1
skirmishes,-0.007061672831445395,0.9330295900345565,1,1
skit-length,-0.007061672831445395,0.9330295900345565,1,1
slayings,-0.007061672831445395,0.9330295900345565,1,1
sleeves,-0.007061672831445395,0.9330295900345565,1,1
slender,-0.007061672831445395,0.9330295900345565,1,1
slickest,-0.007061672831445395,0.9330295900345565,1,1
slim's,-0.007061672831445395,0.9330295900345565,1,1
slimeball,-0.007061672831445395,0.9330295900345565,1,1
slinks,-0.007061672831445395,0.9330295900345565,1,1
slow-mo,-0.007061672831445395,0.9330295900345565,1,1
slump,-0.007061672831445395,0.9330295900345565,1,1
slumps,-0.007061672831445395,0.9330295900345565,1,1
small-scale,-0.007061672831445395,0.9330295900345565,1,1
small-screen,-0.007061672831445395,0.9330295900345565,1,1
smalltime,-0.007061672831445395,0.9330295900345565,1,1
smearing,-0.007061672831445395,0.9330295900345565,1,1
smorgasbord,-0.007061672831445395,0.9330295900345565,1,1
smuggles,-0.007061672831445395,0.9330295900345565,1,1
smugness,-0.007061672831445395,0.9330295900345565,1,1
smutty,-0.007061672831445395,0.9330295900345565,1,1
snag,-0.007061672831445395,0.9330295900345565,1,1
snarling,-0.007061672831445395,0.9330295900345565,1,1
snatched,-0.007061672831445395,0.9330295900345565,1,1
snickered,-0.007061672831445395,0.9330295900345565,1,1
snidley,-0.007061672831445395,0.9330295900345565,1,1
snot,-0.007061672831445395,0.9330295900345565,1,1
snow-capped,-0.007061672831445395,0.9330295900345565,1,1
snowbound,-0.007061672831445395,0.9330295900345565,1,1
soar,-0.007061672831445395,0.9330295900345565,1,1
socialist,-0.007061672831445395,0.9330295900345565,1,1
sofa,-0.007061672831445395,0.9330295900345565,1,1
softened,-0.007061672831445395,0.9330295900345565,1,1
softening,-0.007061672831445395,0.9330295900345565,1,1
solemnly,-0.007061672831445395,0.9330295900345565,1,1
soles,-0.007061672831445395,0.9330295900345565,1,1
solidly,-0.007061672831445395,0.9330295900345565,1,1
soliloquies,-0.007061672831445395,0.9330295900345565,1,1
solomon,-0.007061672831445395,0.9330295900345565,1,1
solvent,-0.007061672831445395,0.9330295900345565,1,1
somebody's,-0.007061672831445395,0.9330295900345565,1,1
sopranos,-0.007061672831445395,0.9330295900345565,1,1
souvenir,-0.007061672831445395,0.9330295900345565,1,1
spacek,-0.007061672831445395,0.9330295900345565,1,1
sparking,-0.007061672831445395,0.9330295900345565,1,1
spate,-0.007061672831445395,0.9330295900345565,1,1
specialized,-0.007061672831445395,0.9330295900345565,1,1
specimens,-0.007061672831445395,0.9330295900345565,1,1
spector,-0.007061672831445395,0.9330295900345565,1,1
spiel,-0.007061672831445395,0.9330295900345565,1,1
spikes,-0.007061672831445395,0.9330295900345565,1,1
spinal,-0.007061672831445395,0.9330295900345565,1,1
spindly,-0.007061672831445395,0.9330295900345565,1,1
splashed,-0.007061672831445395,0.9330295900345565,1,1
split-screen,-0.007061672831445395,0.9330295900345565,1,1
sponsor,-0.007061672831445395,0.9330295900345565,1,1
spoons,-0.007061672831445395,0.9330295900345565,1,1
spot-on,-0.007061672831445395,0.9330295900345565,1,1
spout,-0.007061672831445395,0.9330295900345565,1,1
spring's,-0.007061672831445395,0.9330295900345565,1,1
springtime,-0.007061672831445395,0.9330295900345565,1,1
sprinkling,-0.007061672831445395,0.9330295900345565,1,1
sprucing,-0.007061672831445395,0.9330295900345565,1,1
spurting,-0.007061672831445395,0.9330295900345565,1,1
squabbling,-0.007061672831445395,0.9330295900345565,1,1
squiggly,-0.007061672831445395,0.9330295900345565,1,1
squint,-0.007061672831445395,0.9330295900345565,1,1
ss,-0.007061672831445395,0.9330295900345565,1,1
stallion,-0.007061672831445395,0.9330295900345565,1,1
stanley's,-0.007061672831445395,0.9330295900345565,1,1
stapled,-0.007061672831445395,0.9330295900345565,1,1
star-struck,-0.007061672831445395,0.9330295900345565,1,1
starkly,-0.007061672831445395,0.9330295900345565,1,1
starlets,-0.007061672831445395,0.9330295900345565,1,1
staros,-0.007061672831445395,0.9330295900345565,1,1
starships,-0.007061672831445395,0.9330295900345565,1,1
steakley,-0.007061672831445395,0.9330295900345565,1,1
steely,-0.007061672831445395,0.9330295900345565,1,1
steiger's,-0.007061672831445395,0.9330295900345565,1,1
stein's,-0.007061672831445395,0.9330295900345565,1,1
steinberg,-0.007061672831445395,0.9330295900345565,1,1
stench,-0.007061672831445395,0.9330295900345565,1,1
sternly,-0.007061672831445395,0.9330295900345565,1,1
stewing,-0.007061672831445395,0.9330295900345565,1,1
stickers,-0.007061672831445395,0.9330295900345565,1,1
stifling,-0.007061672831445395,0.9330295900345565,1,1
stinking,-0.007061672831445395,0.9330295900345565,1,1
stogie,-0.007061672831445395,0.9330295900345565,1,1
stomp,-0.007061672831445395,0.9330295900345565,1,1
stomps,-0.007061672831445395,0.9330295900345565,1,1
stone-faced,-0.007061672831445395,0.9330295900345565,1,1
story-telling,-0.007061672831445395,0.9330295900345565,1,1
storyboard,-0.007061672831445395,0.9330295900345565,1,1
storybook,-0.007061672831445395,0.9330295900345565,1,1
storywise,-0.007061672831445395,0.9330295900345565,1,1
straight-arrow,-0.007061672831445395,0.9330295900345565,1,1
straits,-0.007061672831445395,0.9330295900345565,1,1
strategist,-0.007061672831445395,0.9330295900345565,1,1
street-smart,-0.007061672831445395,0.9330295900345565,1,1
streisand,-0.007061672831445395,0.9330295900345565,1,1
stringy,-0.007061672831445395,0.9330295900345565,1,1
studly,-0.007061672831445395,0.9330295900345565,1,1
stuffing,-0.007061672831445395,0.9330295900345565,1,1
stunted,-0.007061672831445395,0.9330295900345565,1,1
stuntman,-0.007061672831445395,0.9330295900345565,1,1
stupefied,-0.007061672831445395,0.9330295900345565,1,1
stupendously,-0.007061672831445395,0.9330295900345565,1,1
sturm,-0.007061672831445395,0.9330295900345565,1,1
stylings,-0.007061672831445395,0.9330295900345565,1,1
stymied,-0.007061672831445395,0.9330295900345565,1,1
sub-culture,-0.007061672831445395,0.9330295900345565,1,1
subdues,-0.007061672831445395,0.9330295900345565,1,1
submerging,-0.007061672831445395,0.9330295900345565,1,1
submission,-0.007061672831445395,0.9330295900345565,1,1
submits,-0.007061672831445395,0.9330295900345565,1,1
subordinate,-0.007061672831445395,0.9330295900345565,1,1
substitutes,-0.007061672831445395,0.9330295900345565,1,1
subtitle,-0.007061672831445395,0.9330295900345565,1,1
succinct,-0.007061672831445395,0.9330295900345565,1,1
sulking,-0.007061672831445395,0.9330295900345565,1,1
sully,-0.007061672831445395,0.9330295900345565,1,1
summation,-0.007061672831445395,0.9330295900345565,1,1
summing,-0.007061672831445395,0.9330295900345565,1,1
sundae,-0.007061672831445395,0.9330295900345565,1,1
super-computer,-0.007061672831445395,0.9330295900345565,1,1
superstardom,-0.007061672831445395,0.9330295900345565,1,1
supertechnology,-0.007061672831445395,0.9330295900345565,1,1
supervising,-0.007061672831445395,0.9330295900345565,1,1
superweapon,-0.007061672831445395,0.9330295900345565,1,1
supplier,-0.007061672831445395,0.9330295900345565,1,1
supposes,-0.007061672831445395,0.9330295900345565,1,1
suppression,-0.007061672831445395,0.9330295900345565,1,1
surgical,-0.007061672831445395,0.9330295900345565,1,1
swagger,-0.007061672831445395,0.9330295900345565,1,1
swaggering,-0.007061672831445395,0.9330295900345565,1,1
swamps,-0.007061672831445395,0.9330295900345565,1,1
swanky,-0.007061672831445395,0.9330295900345565,1,1
swashbuckler,-0.007061672831445395,0.9330295900345565,1,1
swedish,-0.007061672831445395,0.9330295900345565,1,1
swelling,-0.007061672831445395,0.9330295900345565,1,1
swingin,-0.007061672831445395,0.9330295900345565,1,1
switzerland,-0.007061672831445395,0.9330295900345565,1,1
swooping,-0.007061672831445395,0.9330295900345565,1,1
syllable,-0.007061672831445395,0.9330295900345565,1,1
sympathies,-0.007061672831445395,0.9330295900345565,1,1
synergy,-0.007061672831445395,0.9330295900345565,1,1
synonym,-0.007061672831445395,0.9330295900345565,1,1
systematic,-0.007061672831445395,0.9330295900345565,1,1
t-1000,-0.007061672831445395,0.9330295900345565,1,1
t-bird,-0.007061672831445395,0.9330295900345565,1,1
tabasco,-0.007061672831445395,0.9330295900345565,1,1
tabloids,-0.007061672831445395,0.9330295900345565,1,1
tailored,-0.007061672831445395,0.9330295900345565,1,1
taint,-0.007061672831445395,0.9330295900345565,1,1
take-no-crap,-0.007061672831445395,0.9330295900345565,1,1
takeover,-0.007061672831445395,0.9330295900345565,1,1
talia,-0.007061672831445395,0.9330295900345565,1,1
talker,-0.007061672831445395,0.9330295900345565,1,1
tampered,-0.007061672831445395,0.9330295900345565,1,1
tandem,-0.007061672831445395,0.9330295900345565,1,1
tapping,-0.007061672831445395,0.9330295900345565,1,1
targetted,-0.007061672831445395,0.9330295900345565,1,1
tarsem,-0.007061672831445395,0.9330295900345565,1,1
tasha,-0.007061672831445395,0.9330295900345565,1,1
tattered,-0.007061672831445395,0.9330295900345565,1,1
tautness,-0.007061672831445395,0.9330295900345565,1,1
tawdriness,-0.007061672831445395,0.9330295900345565,1,1
tear-jerking,-0.007061672831445395,0.9330295900345565,1,1
tearful,-0.007061672831445395,0.9330295900345565,1,1
technobabble,-0.007061672831445395,0.9330295900345565,1,1
tediousness,-0.007061672831445395,0.9330295900345565,1,1
tee-shirt,-0.007061672831445395,0.9330295900345565,1,1
telegraphing,-0.007061672831445395,0.9330295900345565,1,1
telegraphs,-0.007061672831445395,0.9330295900345565,1,1
tempestuous,-0.007061672831445395,0.9330295900345565,1,1
tempts,-0.007061672831445395,0.9330295900345565,1,1
tenure,-0.007061672831445395,0.9330295900345565,1,1
termed,-0.007061672831445395,0.9330295900345565,1,1
terra,-0.007061672831445395,0.9330295900345565,1,1
terrestrial,-0.007061672831445395,0.9330295900345565,1,1
terrifyingly,-0.007061672831445395,0.9330295900345565,1,1
terrorise,-0.007061672831445395,0.9330295900345565,1,1
terrors,-0.007061672831445395,0.9330295900345565,1,1
thang,-0.007061672831445395,0.9330295900345565,1,1
themed,-0.007061672831445395,0.9330295900345565,1,1
there'd,-0.007061672831445395,0.9330295900345565,1,1
there'll,-0.007061672831445395,0.9330295900345565,1,1
thievery,-0.007061672831445395,0.9330295900345565,1,1
thirty-five,-0.007061672831445395,0.9330295900345565,1,1
throbbing,-0.007061672831445395,0.9330295900345565,1,1
thusly,-0.007061672831445395,0.9330295900345565,1,1
tic,-0.007061672831445395,0.9330295900345565,1,1
ticker,-0.007061672831445395,0.9330295900345565,1,1
tiered,-0.007061672831445395,0.9330295900345565,1,1
tiffany's,-0.007061672831445395,0.9330295900345565,1,1
tightened,-0.007061672831445395,0.9330295900345565,1,1
tightens,-0.007061672831445395,0.9330295900345565,1,1
timed,-0.007061672831445395,0.9330295900345565,1,1
tinges,-0.007061672831445395,0.9330295900345565,1,1
tiniest,-0.007061672831445395,0.9330295900345565,1,1
tirelessly,-0.007061672831445395,0.9330295900345565,1,1
titan,-0.007061672831445395,0.9330295900345565,1,1
tnt,-0.007061672831445395,0.9330295900345565,1,1
toad,-0.007061672831445395,0.9330295900345565,1,1
tobolowsky,-0.007061672831445395,0.9330295900345565,1,1
toddler,-0.007061672831445395,0.9330295900345565,1,1
toddlers,-0.007061672831445395,0.9330295900345565,1,1
toils,-0.007061672831445395,0.9330295900345565,1,1
toll's,-0.007061672831445395,0.9330295900345565,1,1
top-form,-0.007061672831445395,0.9330295900345565,1,1
topped,-0.007061672831445395,0.9330295900345565,1,1
toppling,-0.007061672831445395,0.9330295900345565,1,1
topsy-turvy,-0.007061672831445395,0.9330295900345565,1,1
torry,-0.007061672831445395,0.9330295900345565,1,1
tots,-0.007061672831445395,0.9330295900345565,1,1
tough-as-nails,-0.007061672831445395,0.9330295900345565,1,1
toughness,-0.007061672831445395,0.9330295900345565,1,1
townfolk,-0.007061672831445395,0.9330295900345565,1,1
trager,-0.007061672831445395,0.9330295900345565,1,1
trailed,-0.007061672831445395,0.9330295900345565,1,1
trails,-0.007061672831445395,0.9330295900345565,1,1
transaction,-0.007061672831445395,0.9330295900345565,1,1
transcripts,-0.007061672831445395,0.9330295900345565,1,1
transitory,-0.007061672831445395,0.9330295900345565,1,1
travelled,-0.007061672831445395,0.9330295900345565,1,1
treading,-0.007061672831445395,0.9330295900345565,1,1
trek's,-0.007061672831445395,0.9330295900345565,1,1
trekker,-0.007061672831445395,0.9330295900345565,1,1
tremor,-0.007061672831445395,0.9330295900345565,1,1
trenchcoat,-0.007061672831445395,0.9330295900345565,1,1
tricia,-0.007061672831445395,0.9330295900345565,1,1
triple-crosses,-0.007061672831445395,0.9330295900345565,1,1
trough,-0.007061672831445395,0.9330295900345565,1,1
truffaut,-0.007061672831445395,0.9330295900345565,1,1
trumps,-0.007061672831445395,0.9330295900345565,1,1
truncated,-0.007061672831445395,0.9330295900345565,1,1
tuition,-0.007061672831445395,0.9330295900345565,1,1
tumbling,-0.007061672831445395,0.9330295900345565,1,1
tutors,-0.007061672831445395,0.9330295900345565,1,1
tux,-0.007061672831445395,0.9330295900345565,1,1
tv-series,-0.007061672831445395,0.9330295900345565,1,1
twang,-0.007061672831445395,0.9330295900345565,1,1
tweaked,-0.007061672831445395,0.9330295900345565,1,1
tweeder,-0.007061672831445395,0.9330295900345565,1,1
two-way,-0.007061672831445395,0.9330295900345565,1,1
tyke,-0.007061672831445395,0.9330295900345565,1,1
typing,-0.007061672831445395,0.9330295900345565,1,1
tyrone,-0.007061672831445395,0.9330295900345565,1,1
tyson's,-0.007061672831445395,0.9330295900345565,1,1
ucla,-0.007061672831445395,0.9330295900345565,1,1
ugliest,-0.007061672831445395,0.9330295900345565,1,1
ultra-orthodox,-0.007061672831445395,0.9330295900345565,1,1
ultra-secret,-0.007061672831445395,0.9330295900345565,1,1
ultra-violence,-0.007061672831445395,0.9330295900345565,1,1
umbrellas,-0.007061672831445395,0.9330295900345565,1,1
ummm,-0.007061672831445395,0.9330295900345565,1,1
umpteen,-0.007061672831445395,0.9330295900345565,1,1
unabomber,-0.007061672831445395,0.9330295900345565,1,1
unabomber's,-0.007061672831445395,0.9330295900345565,1,1
unapologetic,-0.007061672831445395,0.9330295900345565,1,1
unappreciated,-0.007061672831445395,0.9330295900345565,1,1
unchallenging,-0.007061672831445395,0.9330295900345565,1,1
uncharted,-0.007061672831445395,0.9330295900345565,1,1
unclothed,-0.007061672831445395,0.9330295900345565,1,1
uncompleted,-0.007061672831445395,0.9330295900345565,1,1
unconnected,-0.007061672831445395,0.9330295900345565,1,1
uncouth,-0.007061672831445395,0.9330295900345565,1,1
und,-0.007061672831445395,0.9330295900345565,1,1
under-developed,-0.007061672831445395,0.9330295900345565,1,1
underdevelopment,-0.007061672831445395,0.9330295900345565,1,1
underdogs,-0.007061672831445395,0.9330295900345565,1,1
underestimates,-0.007061672831445395,0.9330295900345565,1,1
underlines,-0.007061672831445395,0.9330295900345565,1,1
underlings,-0.007061672831445395,0.9330295900345565,1,1
understudy,-0.007061672831445395,0.9330295900345565,1,1
undetectable,-0.007061672831445395,0.9330295900345565,1,1
undetected,-0.007061672831445395,0.9330295900345565,1,1
undisclosed,-0.007061672831445395,0.9330295900345565,1,1
unenjoyable,-0.007061672831445395,0.9330295900345565,1,1
unequivocally,-0.007061672831445395,0.9330295900345565,1,1
unerotic,-0.007061672831445395,0.9330295900345565,1,1
unfathomable,-0.007061672831445395,0.9330295900345565,1,1
unfathomably,-0.007061672831445395,0.9330295900345565,1,1
unforgivingly,-0.007061672831445395,0.9330295900345565,1,1
unfurls,-0.007061672831445395,0.9330295900345565,1,1
unharmed,-0.007061672831445395,0.9330295900345565,1,1
unkind,-0.007061672831445395,0.9330295900345565,1,1
unlocked,-0.007061672831445395,0.9330295900345565,1,1
unmasked,-0.007061672831445395,0.9330295900345565,1,1
unmasking,-0.007061672831445395,0.9330295900345565,1,1
unnoticeable,-0.007061672831445395,0.9330295900345565,1,1
unparalleled,-0.007061672831445395,0.9330295900345565,1,1
unprofessional,-0.007061672831445395,0.9330295900345565,1,1
unpromising,-0.007061672831445395,0.9330295900345565,1,1
unraveling,-0.007061672831445395,0.9330295900345565,1,1
unreleased,-0.007061672831445395,0.9330295900345565,1,1
unremittingly,-0.007061672831445395,0.9330295900345565,1,1
unromantic,-0.007061672831445395,0.9330295900345565,1,1
unsentimental,-0.007061672831445395,0.9330295900345565,1,1
unsettled,-0.007061672831445395,0.9330295900345565,1,1
unthinkable,-0.007061672831445395,0.9330295900345565,1,1
unused,-0.007061672831445395,0.9330295900345565,1,1
unwise,-0.007061672831445395,0.9330295900345565,1,1
unwisely,-0.007061672831445395,0.9330295900345565,1,1
up-to-date,-0.007061672831445395,0.9330295900345565,1,1
upheaval,-0.007061672831445395,0.9330295900345565,1,1
uplifted,-0.007061672831445395,0.9330295900345565,1,1
upper-crust,-0.007061672831445395,0.9330295900345565,1,1
uppers,-0.007061672831445395,0.9330295900345565,1,1
uppity,-0.007061672831445395,0.9330295900345565,1,1
urgent,-0.007061672831445395,0.9330295900345565,1,1
urinating,-0.007061672831445395,0.9330295900345565,1,1
user,-0.007061672831445395,0.9330295900345565,1,1
utilising,-0.007061672831445395,0.9330295900345565,1,1
utility,-0.007061672831445395,0.9330295900345565,1,1
utopian,-0.007061672831445395,0.9330295900345565,1,1
vaguest,-0.007061672831445395,0.9330295900345565,1,1
valentina,-0.007061672831445395,0.9330295900345565,1,1
validity,-0.007061672831445395,0.9330295900345565,1,1
vampire's,-0.007061672831445395,0.9330295900345565,1,1
vampiric,-0.007061672831445395,0.9330295900345565,1,1
var,-0.007061672831445395,0.9330295900345565,1,1
vat,-0.007061672831445395,0.9330295900345565,1,1
vaudeville,-0.007061672831445395,0.9330295900345565,1,1
vegas-based,-0.007061672831445395,0.9330295900345565,1,1
vegetables,-0.007061672831445395,0.9330295900345565,1,1
venom,-0.007061672831445395,0.9330295900345565,1,1
venomous,-0.007061672831445395,0.9330295900345565,1,1
veracity,-0.007061672831445395,0.9330295900345565,1,1
verbatim,-0.007061672831445395,0.9330295900345565,1,1
verbose,-0.007061672831445395,0.9330295900345565,1,1
verges,-0.007061672831445395,0.9330295900345565,1,1
veronica's,-0.007061672831445395,0.9330295900345565,1,1
versatility,-0.007061672831445395,0.9330295900345565,1,1
vessels,-0.007061672831445395,0.9330295900345565,1,1
vexing,-0.007061672831445395,0.9330295900345565,1,1
vibrate,-0.007061672831445395,0.9330295900345565,1,1
vice-versa,-0.007061672831445395,0.9330295900345565,1,1
vicellous,-0.007061672831445395,0.9330295900345565,1,1
victimized,-0.007061672831445395,0.9330295900345565,1,1
victoria's,-0.007061672831445395,0.9330295900345565,1,1
vidal,-0.007061672831445395,0.9330295900345565,1,1
vie,-0.007061672831445395,0.9330295900345565,1,1
vienna,-0.007061672831445395,0.9330295900345565,1,1
vigil,-0.007061672831445395,0.9330295900345565,1,1
vigilant,-0.007061672831445395,0.9330295900345565,1,1
villainess,-0.007061672831445395,0.9330295900345565,1,1
violations,-0.007061672831445395,0.9330295900345565,1,1
virtuous,-0.007061672831445395,0.9330295900345565,1,1
virulent,-0.007061672831445395,0.9330295900345565,1,1
viruses,-0.007061672831445395,0.9330295900345565,1,1
visionaries,-0.007061672831445395,0.9330295900345565,1,1
visitation,-0.007061672831445395,0.9330295900345565,1,1
vista,-0.007061672831445395,0.9330295900345565,1,1
vitriol,-0.007061672831445395,0.9330295900345565,1,1
voiced-over,-0.007061672831445395,0.9330295900345565,1,1
voicework,-0.007061672831445395,0.9330295900345565,1,1
voila,-0.007061672831445395,0.9330295900345565,1,1
volcanologist,-0.007061672831445395,0.9330295900345565,1,1
volkswagen,-0.007061672831445395,0.9330295900345565,1,1
voracious,-0.007061672831445395,0.9330295900345565,1,1
votes,-0.007061672831445395,0.9330295900345565,1,1
wackiness,-0.007061672831445395,0.9330295900345565,1,1
waded,-0.007061672831445395,0.9330295900345565,1,1
waikiki,-0.007061672831445395,0.9330295900345565,1,1
walcott,-0.007061672831445395,0.9330295900345565,1,1
wallets,-0.007061672831445395,0.9330295900345565,1,1
wallows,-0.007061672831445395,0.9330295900345565,1,1
walnuts,-0.007061672831445395,0.9330295900345565,1,1
walther,-0.007061672831445395,0.9330295900345565,1,1
wanker,-0.007061672831445395,0.9330295900345565,1,1
wanna-be's,-0.007061672831445395,0.9330295900345565,1,1
war-torn,-0.007061672831445395,0.9330295900345565,1,1
warburton,-0.007061672831445395,0.9330295900345565,1,1
warheads,-0.007061672831445395,0.9330295900345565,1,1
warm-up,-0.007061672831445395,0.9330295900345565,1,1
warmed,-0.007061672831445395,0.9330295900345565,1,1
washing,-0.007061672831445395,0.9330295900345565,1,1
waterfront,-0.007061672831445395,0.9330295900345565,1,1
watering,-0.007061672831445395,0.9330295900345565,1,1
weak-willed,-0.007061672831445395,0.9330295900345565,1,1
websites,-0.007061672831445395,0.9330295900345565,1,1
weighted,-0.007061672831445395,0.9330295900345565,1,1
weirdoes,-0.007061672831445395,0.9330295900345565,1,1
well-designed,-0.007061672831445395,0.9330295900345565,1,1
well-earned,-0.007061672831445395,0.9330295900345565,1,1
well-executed,-0.007061672831445395,0.9330295900345565,1,1
well-lit,-0.007061672831445395,0.9330295900345565,1,1
well-placed,-0.007061672831445395,0.9330295900345565,1,1
well-realized,-0.007061672831445395,0.9330295900345565,1,1
whimpering,-0.007061672831445395,0.9330295900345565,1,1
whirls,-0.007061672831445395,0.9330295900345565,1,1
whitaker's,-0.007061672831445395,0.9330295900345565,1,1
white-haired,-0.007061672831445395,0.9330295900345565,1,1
whiz-bang,-0.007061672831445395,0.9330295900345565,1,1
whizzing,-0.007061672831445395,0.9330295900345565,1,1
whoopee,-0.007061672831445395,0.9330295900345565,1,1
whopping,-0.007061672831445395,0.9330295900345565,1,1
whorehouse,-0.007061672831445395,0.9330295900345565,1,1
whores,-0.007061672831445395,0.9330295900345565,1,1
wichita,-0.007061672831445395,0.9330295900345565,1,1
wickedness,-0.007061672831445395,0.9330295900345565,1,1
wide-release,-0.007061672831445395,0.9330295900345565,1,1
wilson's,-0.007061672831445395,0.9330295900345565,1,1
wimpy,-0.007061672831445395,0.9330295900345565,1,1
winner's,-0.007061672831445395,0.9330295900345565,1,1
wiping,-0.007061672831445395,0.9330295900345565,1,1
withheld,-0.007061672831445395,0.9330295900345565,1,1
wittier,-0.007061672831445395,0.9330295900345565,1,1
wittily,-0.007061672831445395,0.9330295900345565,1,1
wolf's,-0.007061672831445395,0.9330295900345565,1,1
womanhood,-0.007061672831445395,0.9330295900345565,1,1
woodman,-0.007061672831445395,0.9330295900345565,1,1
wooed,-0.007061672831445395,0.9330295900345565,1,1
worldview,-0.007061672831445395,0.9330295900345565,1,1
wowed,-0.007061672831445395,0.9330295900345565,1,1
wrap-up,-0.007061672831445395,0.9330295900345565,1,1
wreaked,-0.007061672831445395,0.9330295900345565,1,1
x-men,-0.007061672831445395,0.9330295900345565,1,1
x-rated,-0.007061672831445395,0.9330295900345565,1,1
yagher,-0.007061672831445395,0.9330295900345565,1,1
yammering,-0.007061672831445395,0.9330295900345565,1,1
yanking,-0.007061672831445395,0.9330295900345565,1,1
yar,-0.007061672831445395,0.9330295900345565,1,1
yared,-0.007061672831445395,0.9330295900345565,1,1
yearnings,-0.007061672831445395,0.9330295900345565,1,1
yikes,-0.007061672831445395,0.9330295900345565,1,1
yun,-0.007061672831445395,0.9330295900345565,1,1
zagged,-0.007061672831445395,0.9330295900345565,1,1
zanetti,-0.007061672831445395,0.9330295900345565,1,1
zappa,-0.007061672831445395,0.9330295900345565,1,1
ze,-0.007061672831445395,0.9330295900345565,1,1
zealously,-0.007061672831445395,0.9330295900345565,1,1
zeik's,-0.007061672831445395,0.9330295900345565,1,1
zen-like,-0.007061672831445395,0.9330295900345565,1,1
zenith,-0.007061672831445395,0.9330295900345565,1,1
zhivago,-0.007061672831445395,0.9330295900345565,1,1
zimmer,-0.007061672831445395,0.9330295900345565,1,1
zinger,-0.007061672831445395,0.9330295900345565,1,1
zwigoff's,-0.007061672831445395,0.9330295900345565,1,1
seem,-0.00733506577662284,0.9317486261805215,303,271
violent,-0.007549595405047923,0.9307602139288566,71,64
1994,-0.00848469883591686,0.9266087167156655,23,21
condition,-0.00848469883591686,0.9266087167156655,23,21
downright,-0.00848469883591686,0.9266087167156655,23,21
marks,-0.00848469883591686,0.9266087167156655,23,21
mixed,-0.00848469883591686,0.9266087167156655,23,21
mix,-0.009135185555073191,0.9238556078881657,43,39
third,-0.009236284512769638,0.9234367113376013,91,82
carrey's,-0.009361091365410312,0.9229227612595291,13,12
closest,-0.009361091365410312,0.9229227612595291,13,12
distraction,-0.009361091365410312,0.9229227612595291,13,12
dose,-0.009361091365410312,0.9229227612595291,13,12
lengthy,-0.009361091365410312,0.9229227612595291,13,12
melanie,-0.009361091365410312,0.9229227612595291,13,12
nightclub,-0.009361091365410312,0.9229227612595291,13,12
organization,-0.009361091365410312,0.9229227612595291,13,12
subjected,-0.009361091365410312,0.9229227612595291,13,12
tear,-0.009361091365410312,0.9229227612595291,13,12
underlying,-0.009361091365410312,0.9229227612595291,13,12
understandable,-0.009361091365410312,0.9229227612595291,13,12
v,-0.009361091365410312,0.9229227612595291,13,12
would've,-0.009361091365410312,0.9229227612595291,13,12
part,-0.010411008110359405,0.9187294118271241,371,332
grace,-0.010453393556710206,0.9185647193509942,63,57
05,-0.010592524302263578,0.9180264723753223,1,2
103,-0.010592524302263578,0.9180264723753223,1,2
108,-0.010592524302263578,0.9180264723753223,1,2
15th,-0.010592524302263578,0.9180264723753223,1,2
17-year,-0.010592524302263578,0.9180264723753223,1,2
1800s,-0.010592524302263578,0.9180264723753223,1,2
26th,-0.010592524302263578,0.9180264723753223,1,2
2d,-0.010592524302263578,0.9180264723753223,1,2
32,-0.010592524302263578,0.9180264723753223,1,2
39,-0.010592524302263578,0.9180264723753223,1,2
43,-0.010592524302263578,0.9180264723753223,1,2
5000,-0.010592524302263578,0.9180264723753223,1,2
78,-0.010592524302263578,0.9180264723753223,1,2
84,-0.010592524302263578,0.9180264723753223,1,2
86,-0.010592524302263578,0.9180264723753223,1,2
8th,-0.010592524302263578,0.9180264723753223,1,2
_do_,-0.010592524302263578,0.9180264723753223,1,2
_does_,-0.010592524302263578,0.9180264723753223,1,2
_in,-0.010592524302263578,0.9180264723753223,1,2
abe,-0.010592524302263578,0.9180264723753223,1,2
accounted,-0.010592524302263578,0.9180264723753223,1,2
accumulation,-0.010592524302263578,0.9180264723753223,1,2
acknowledgment,-0.010592524302263578,0.9180264723753223,1,2
acrobatic,-0.010592524302263578,0.9180264723753223,1,2
action-adventure,-0.010592524302263578,0.9180264723753223,1,2
acupuncture,-0.010592524302263578,0.9180264723753223,1,2
acute,-0.010592524302263578,0.9180264723753223,1,2
adoptive,-0.010592524302263578,0.9180264723753223,1,2
